"X","Y","unicode","block_num","FR_D","FR_M","FR_A","opened","infested","p.i"
233209.821771,8182396.548943,"1.13.60.157",938,24,3,8,1,0,0.0025502474041174
233217.200455,8182406.008313,"1.13.60.158",938,6,4,8,0,0,0.128584344337075
233220.389065,8182415.861472,"1.13.60.159",938,6,4,8,0,0,0.135666752355801
233294.877273,8182336.010217,"1.13.60.16",929,8,1,8,1,0,0.00319511866034452
233224.89448,8182425.049309,"1.13.60.160",938,26,3,8,1,0,0.00255701770602005
233227.962267,8182434.180299,"1.13.60.161",938,6,4,8,0,0,0.152232384670788
233237.155212,8182426.712962,"1.13.60.162",938,17,3,8,1,0,0.00251258759978393
233241.328719,8182422.526896,"1.13.60.163",938,17,3,8,1,0,0.00251554960686633
233264.556033,8182444.080006,"1.13.60.164",939,18,3,8,1,0,0.00310879731108577
233255.530123,8182446.83438,"1.13.60.165",939,18,3,8,0,0,0.271913076105876
233248.161084,8182450.043388,"1.13.60.166",939,24,3,8,1,0,0.00306352091711182
233240.381896,8182456.40833,"1.13.60.167",939,24,3,8,1,0,0.00328355572894784
233250.10955,8182467.465487,"1.13.60.168",939,18,3,8,1,1,0.00705
233254.998822,8182476.995792,"1.13.60.169",939,6,4,8,1,0,0.00372870307904688
233300.965024,8182344.270825,"1.13.60.17",929,8,1,8,1,0,0.00342361634955885
233262.546686,8182484.665447,"1.13.60.170",939,18,3,8,1,1,0.00705
233266.639904,8182493.549996,"1.13.60.171",939,6,4,8,1,0,0.00364322801752596
233269.660286,8182502.711943,"1.13.60.172",939,6,4,8,0,0,0.412060726306944
233277.365939,8182513.322419,"1.13.60.173",939,18,3,8,0,0,0.418783011884041
233283.646229,8182528.670963,"1.13.60.174",939,6,4,8,0,0,0.459236766160495
233291.232863,8182524.557165,"1.13.60.175",939,19,3,8,1,1,0.00705
233298.307394,8182518.41237,"1.13.60.176",939,25,3,8,1,0,0.00345196698877618
233306.666756,8182513.144196,"1.13.60.177",939,6,4,8,1,0,0.00331275265590301
233301.320371,8182507.057105,"1.13.60.178",939,24,3,8,1,0,0.00330132777144229
233295.004837,8182500.427796,"1.13.60.179",939,18,3,8,0,0,0.325751381129584
233306.493636,8182353.42507,"1.13.60.18",929,6,4,8,0,0,0.420823705719945
233291.906871,8182494.312757,"1.13.60.180",939,6,4,8,0,0,0.334574380949523
233288.568043,8182488.976148,"1.13.60.181",939,6,4,8,0,0,0.335834809495228
233283.611668,8182483.55186,"1.13.60.182",939,27,4,8,1,0,0.00325647452133725
233280.712131,8182474.150391,"1.13.60.183",939,19,3,8,1,0,0.00321458327831463
233275.099302,8182466.191588,"1.13.60.184",939,28,3,8,1,0,0.00312022219554649
233269.734809,8182457.416618,"1.13.60.185",939,18,3,8,1,0,0.00309948814596963
233349.973227,8182595.475812,"1.13.60.186",940,6,4,8,1,0,0.00266703511193806
233345.489189,8182586.882191,"1.13.60.187",940,6,4,8,1,0,0.00253586051257428
233341.375434,8182578.426843,"1.13.60.188",940,6,4,8,1,0,0.0025392456635256
233336.673032,8182569.780228,"1.13.60.189",940,9,4,8,1,0,0.00259467751035352
233310.768128,8182362.060748,"1.13.60.19",929,6,4,8,0,0,0.47112080673429
233333.011378,8182560.820273,"1.13.60.190",940,10,4,8,0,0,0.14851111944061
233324.920758,8182553.0764,"1.13.60.191",940,6,4,8,0,0,0.159914996758898
233321.286281,8182539.094284,"1.13.60.192",940,6,4,8,0,0,0.198208016385571
233313.059209,8182543.811348,"1.13.60.193",940,24,3,8,1,0,0.00268311457895685
233305.055438,8182549.681113,"1.13.60.194",940,24,3,8,1,0,0.00261202640897905
233298.672129,8182552.081607,"1.13.60.195",940,19,3,8,1,0,0.00265603337134626
233307.585026,8182561.245728,"1.13.60.196",940,19,3,8,1,0,0.00261033383350339
233313.064788,8182570.748157,"1.13.60.197",940,6,4,8,0,0,0.146950588860212
233318.759662,8182578.958091,"1.13.60.198",940,6,4,8,0,0,0.133746099333773
233327.762834,8182586.657137,"1.13.60.199",940,19,3,8,1,0,0.00250454786627453
233232.903163,8182285.178981,"1.13.60.2",928,7,1,8,1,1,0.00705
233316.116692,8182376.890403,"1.13.60.20",929,7,1,8,1,0,0.00415819410599604
233331.405097,8182595.203159,"1.13.60.200",940,31,3,8,1,0,0.00251131816817718
233334.591815,8182603.708236,"1.13.60.201",940,19,3,8,1,0,0.00256801944661185
233311.290214,8182617.157136,"1.13.60.202",941,6,4,8,0,0,0.185783792149331
233305.967852,8182610.68171,"1.13.60.203",941,6,4,8,0,0,0.177681037212652
233300.019074,8182602.066123,"1.13.60.204",941,4,4,8,1,0,0.00275124074185223
233296.509517,8182593.887737,"1.13.60.205",941,6,4,8,0,0,0.204870281555729
233292.075743,8182584.699982,"1.13.60.206",941,27,3,8,1,0,0.0029505415041114
233286.694328,8182575.60746,"1.13.60.207",941,6,4,8,0,0,0.323890748514495
233282.032716,8182562.716854,"1.13.60.208",941,26,3,8,1,1,0.00705
233273.332111,8182567.263155,"1.13.60.209",941,18,3,8,1,0,0.00383533533401356
233324.353047,8182371.322731,"1.13.60.21",929,8,1,8,1,0,0.00414803865314207
233264.553226,8182570.554907,"1.13.60.210",941,19,3,8,1,1,0.00705
233256.936324,8182575.478372,"1.13.60.211",941,25,3,8,0,0,0.433307950363123
233268.053958,8182587.97786,"1.13.60.212",941,24,3,8,0,0,0.309665912070104
233274.407009,8182593.547307,"1.13.60.213",941,6,4,8,0,0,0.252706545885601
233279.184443,8182602.557179,"1.13.60.214",941,26,3,8,0,0,0.209791954924674
233284.017982,8182612.159228,"1.13.60.215",941,19,3,8,1,0,0.00270977264269852
233289.11878,8182620.006052,"1.13.60.216",941,19,3,8,0,0,0.17119883326331
233294.933068,8182629.224387,"1.13.60.217",941,27,3,8,1,0,0.00272077438329032
233240.903735,8182547.880946,"1.13.60.218",942,27,3,8,1,0,0.00492789280355321
233249.240341,8182544.641844,"1.13.60.219",942,19,3,8,1,1,0.00705
233330.582414,8182364.986846,"1.13.60.22",929,7,1,8,1,1,0.00705
233256.901656,8182541.214014,"1.13.60.220",942,19,3,8,1,1,0.00705
233266.548479,8182534.706755,"1.13.60.221",942,6,4,8,1,0,0.00494481855830983
233254.973397,8182523.37557,"1.13.60.222",942,6,4,8,0,0,0.679631700438149
233247.255693,8182515.792282,"1.13.60.223",942,19,3,8,1,1,0.00705
233243.29937,8182507.395153,"1.13.60.224",942,24,3,8,1,0,0.00552452565872396
233240.033306,8182498.960334,"1.13.60.225",942,19,3,8,1,1,0.00705
233233.262404,8182490.627359,"1.13.60.226",942,1,4,8,0,0,0.676870761718985
233229.021061,8182481.125414,"1.13.60.227",942,24,3,8,0,0,0.62399278320629
233224.370727,8182466.87781,"1.13.60.228",942,6,4,8,0,0,0.536423009483224
233217.751851,8182469.932393,"1.13.60.229",942,6,4,8,0,0,0.534202254426505
233339.350563,8182362.854347,"1.13.60.23",929,7,1,8,1,1,0.00705
233207.924017,8182473.743251,"1.13.60.230",942,6,4,8,0,0,0.519677315947422
233201.807763,8182477.457896,"1.13.60.231",942,6,4,8,0,0,0.507253091711182
233196.504857,8182479.874262,"1.13.60.232",942,24,3,8,1,0,0.004198392773543
233211.949317,8182490.765756,"1.13.60.233",942,26,3,8,1,1,0.00705
233218.356596,8182498.713227,"1.13.60.234",942,25,3,8,1,1,0.00705
233221.453952,8182508.937047,"1.13.60.235",942,24,3,8,1,1,0.00705
233226.987897,8182517.635766,"1.13.60.236",942,18,3,8,1,1,0.00705
233232.026869,8182527.516217,"1.13.60.237",942,6,4,8,0,0,0.68215255752956
233238.119018,8182533.341996,"1.13.60.238",942,6,4,8,0,0,0.679511659624272
233187.676149,8182456.309269,"1.13.60.239",943,25,3,8,1,0,0.00305167288878219
233330.468318,8182352.373318,"1.13.60.24",929,7,1,8,1,0,0.00394535273993158
233194.409764,8182452.960544,"1.13.60.240",943,25,3,8,1,0,0.00291457427525359
233200.995133,8182448.496488,"1.13.60.241",943,24,3,8,1,0,0.00285956557229458
233209.516928,8182444.001147,"1.13.60.242",943,25,3,8,0,0,0.22677773008823
233205.540525,8182435.468355,"1.13.60.243",943,6,4,8,1,0,0.00282148262409219
233196.331375,8182428.713185,"1.13.60.244",943,26,3,8,1,0,0.00294292491447092
233191.187229,8182421.051778,"1.13.60.245",943,6,4,8,0,0,0.236861158453874
233186.61801,8182412.918392,"1.13.60.246",943,26,3,8,1,0,0.00286718216193506
233182.538178,8182404.179521,"1.13.60.247",943,6,4,8,0,0,0.216934383350339
233175.996121,8182395.585321,"1.13.60.248",943,6,4,8,0,0,0.186744118660345
233175.363386,8182387.960273,"1.13.60.249",943,25,3,8,1,0,0.00272627525358622
233328.618108,8182348.259173,"1.13.60.25",929,26,3,8,1,0,0.00381248556509213
233170.37827,8182375.547155,"1.13.60.250",943,25,3,8,1,0,0.00268099885961227
233164.962879,8182366.830271,"1.13.60.251",943,25,3,8,1,0,0.00270977264269852
233156.622691,8182375.377054,"1.13.60.252",943,26,3,8,1,0,0.00269580889502431
233151.035441,8182380.632415,"1.13.60.253",943,6,4,8,0,0,0.192506077726427
233141.97571,8182382.701563,"1.13.60.254",943,6,4,8,0,0,0.221796036312346
233145.74421,8182391.702513,"1.13.60.255",943,6,4,8,0,0,0.217474567012784
233151.830185,8182397.786732,"1.13.60.256",943,25,3,8,1,0,0.00280582630094232
233157.72618,8182404.806055,"1.13.60.257",943,25,3,8,1,0,0.00281513546605846
233167.693017,8182410.696581,"1.13.60.258",943,6,4,8,0,0,0.227618015785367
233171.525995,8182420.655143,"1.13.60.259",943,6,4,8,0,0,0.28091613714663
233321.850622,8182343.367985,"1.13.60.26",929,8,1,8,1,0,0.00374732140927915
233176.582099,8182429.793359,"1.13.60.260",943,6,4,8,1,1,0.00705
233181.584194,8182438.414907,"1.13.60.261",943,6,4,8,0,0,0.313387177300282
233168.88768,8182465.07532,"1.13.60.262",944,6,4,8,0,0,0.664446537482744
233158.091817,8182451.469733,"1.13.60.263",944,26,3,8,1,1,0.00705
233151.255692,8182443.627086,"1.13.60.264",944,25,3,8,1,1,0.00705
233146.367556,8182435.610355,"1.13.60.265",944,10,4,8,1,1,0.00705
233138.894899,8182428.560967,"1.13.60.266",944,6,4,8,0,0,0.615709967048797
233137.22864,8182416.917414,"1.13.60.267",944,25,3,8,1,0,0.00424070716043455
233132.2893,8182410.694419,"1.13.60.268",944,6,4,8,0,0,0.471300867955105
233126.660846,8182395.531868,"1.13.60.269",944,6,4,8,0,0,0.427726052517856
233318.944756,8182334.691987,"1.13.60.27",929,7,1,8,1,1,0.00705
233119.094687,8182400.793309,"1.13.60.270",944,6,4,8,0,0,0.429946807574575
233109.707565,8182403.09771,"1.13.60.271",944,8,4,8,1,0,0.00381967901086369
233103.178775,8182409.716438,"1.13.60.272",944,6,4,8,0,0,0.423164501590541
233112.375329,8182414.646849,"1.13.60.273",944,26,3,8,1,0,0.00396820250885301
233115.459954,8182420.621753,"1.13.60.274",944,26,3,8,0,0,0.499810561250825
233120.597005,8182427.212033,"1.13.60.275",944,28,3,8,1,1,0.00705
233124.223062,8182437.268021,"1.13.60.276",944,6,4,8,0,0,0.612768967108817
233129.590362,8182445.10308,"1.13.60.277",944,27,3,8,1,0,0.00536965500270092
233133.509348,8182453.578392,"1.13.60.278",944,27,3,8,1,1,0.00705
233139.881263,8182463.584377,"1.13.60.279",944,26,3,8,1,1,0.00705
233314.74988,8182326.630555,"1.13.60.28",929,7,1,8,1,0,0.00339865086129284
233145.872132,8182479.991424,"1.13.60.280",944,26,3,8,1,1,0.00705
233152.8258,8182474.572317,"1.13.60.281",944,27,3,8,1,1,0.00705
233158.459307,8182471.028261,"1.13.60.282",944,27,3,8,1,0,0.00588335165956425
233184.679112,8182491.320832,"1.13.60.283",945,6,4,8,0,0,0.260929341636156
233175.281105,8182495.50951,"1.13.60.284",945,6,4,8,0,0,0.220595628173579
233169.009025,8182500.527658,"1.13.60.285",945,28,3,8,1,0,0.00282359834343677
233160.809193,8182503.201612,"1.13.60.286",945,6,4,8,0,0,0.214653607886681
233173.739749,8182514.864628,"1.13.60.287",945,27,3,8,1,0,0.00270511806014045
233176.423536,8182522.971657,"1.13.60.288",945,28,3,8,1,0,0.00262599015665326
233184.14186,8182530.590644,"1.13.60.289",945,28,3,8,1,0,0.00264291591140988
233306.126793,8182317.245156,"1.13.60.29",929,6,4,8,0,0,0.278515320869096
233190.67344,8182538.221329,"1.13.60.290",945,18,5,8,1,0,0.00260737182642098
233193.120354,8182548.131242,"1.13.60.291",945,6,4,8,0,0,0.156253751935658
233198.131487,8182559.208938,"1.13.60.292",945,6,4,8,0,0,0.154813262169137
233203.113661,8182576.163026,"1.13.60.293",945,27,3,8,1,0,0.00263022159534242
233208.873029,8182568.749146,"1.13.60.294",945,18,5,8,1,0,0.00262937530760459
233217.166595,8182566.079562,"1.13.60.295",945,6,4,8,0,0,0.164116425244583
233223.760683,8182560.496656,"1.13.60.296",945,6,4,8,0,0,0.195567118480283
233213.048699,8182547.128698,"1.13.60.297",945,6,4,8,0,0,0.182602710581598
233208.343703,8182538.94232,"1.13.60.298",945,28,3,8,1,0,0.00270892635496069
233204.335953,8182531.248497,"1.13.60.299",945,6,4,8,0,0,0.174379914831043
233223.939137,8182272.092586,"1.13.60.3",928,7,1,8,1,0,0.00491435219974791
233303.638575,8182307.803532,"1.13.60.30",929,6,4,8,0,0,0.259969015125143
233198.989553,8182523.044807,"1.13.60.300",945,27,3,8,1,0,0.00269411631954865
233193.075122,8182512.628564,"1.13.60.301",945,1,4,8,0,0,0.20336977138227
233187.20913,8182506.189499,"1.13.60.302",945,25,3,8,0,0,0.200848914290859
233271.052203,8182640.37496,"1.13.60.303",946,6,4,8,0,0,0.141368691014945
233267.00826,8182631.494062,"1.13.60.304",946,27,3,8,1,0,0.00256928887821859
233260.367193,8182625.305459,"1.13.60.305",946,6,4,8,0,0,0.113999385451053
233254.177001,8182618.164972,"1.13.60.306",946,27,3,8,1,0,0.00251554960686633
233247.502749,8182610.293405,"1.13.60.307",946,6,4,8,0,0,0.112558895684533
233243.636783,8182601.049293,"1.13.60.308",946,31,3,8,1,0,0.0024816980973531
233235.625322,8182588.859817,"1.13.60.309",946,6,4,8,1,0,0.00251766532621091
233299.138153,8182294.139899,"1.13.60.31",929,10,4,8,1,0,0.0030110510773663
233224.87391,8182592.421288,"1.13.60.310",946,31,3,8,1,0,0.00247915923413961
233216.834766,8182598.342017,"1.13.60.311",946,31,3,8,1,0,0.00254178452673909
233226.60666,8182608.937966,"1.13.60.312",946,6,4,8,0,0,0.116040079286958
233234.731165,8182619.775522,"1.13.60.313",946,6,4,8,0,0,0.103975977492347
233238.111675,8182628.300519,"1.13.60.314",946,6,4,8,0,0,0.11886103841306
233244.070054,8182636.777589,"1.13.60.315",946,6,4,8,0,0,0.127684038232999
233251.654123,8182647.073993,"1.13.60.316",946,6,4,8,0,0,0.155413466238521
233290.227696,8182295.847601,"1.13.60.32",929,6,4,8,0,0,0.226297566832723
233281.45325,8182300.274025,"1.13.60.33",929,8,1,8,1,0,0.00294715635316007
233343.718032,8182332.556817,"1.13.60.34",930,8,1,8,1,0,0.00463126895144349
233350.239987,8182339.248691,"1.13.60.35",930,8,1,8,1,0,0.00477809987395715
233357.024141,8182345.598305,"1.13.60.36",930,6,4,8,1,0,0.00532437860872697
233359.661768,8182354.81672,"1.13.60.37",930,8,1,8,1,1,0.00705
233368.925992,8182349.869207,"1.13.60.38",930,6,4,8,0,0,0.741812842026289
233375.12514,8182345.726806,"1.13.60.39",930,6,4,8,0,0,0.779205555548887
233213.873201,8182257.971176,"1.13.60.4",928,6,4,8,0,0,0.528320254546546
233381.640821,8182341.992203,"1.13.60.40",930,6,4,8,0,0,0.8116165752956
233388.169314,8182337.876802,"1.13.60.41",930,8,1,8,1,1,0.00705
233392.57286,8182334.47536,"1.13.60.42",930,17,3,8,1,1,0.00705
233404.867842,8182327.775297,"1.13.60.43",930,8,1,8,1,1,0.00705
233359.965194,8182318.904862,"1.13.60.44",930,6,4,8,0,0,0.633596048316428
233469.797742,8182370.141248,"1.13.60.45",931,6,4,8,0,0,0.625133170938119
233424.717711,8182343.447968,"1.13.60.46",931,17,3,8,1,0,0.00624640909909369
233413.659408,8182353.028106,"1.13.60.47",931,17,3,8,1,0,0.00681596074665386
233418.773996,8182363.520059,"1.13.60.48",931,8,1,8,1,1,0.00705
233420.523675,8182367.299907,"1.13.60.49",931,8,1,8,1,1,0.00705
233196.796588,8182264.670363,"1.13.60.5",928,7,1,8,1,0,0.00462703751275434
233426.690379,8182371.930125,"1.13.60.50",931,8,1,8,1,1,0.00705
233429.991445,8182378.506953,"1.13.60.51",931,6,4,8,1,1,0.00705
233433.327436,8182385.841355,"1.13.60.52",931,6,4,8,1,1,0.00705
233440.719351,8182393.386506,"1.13.60.53",931,6,4,8,1,1,0.00705
233445.305173,8182400.416709,"1.13.60.54",931,26,3,8,1,1,0.00705
233445.861201,8182405.033449,"1.13.60.55",931,18,3,8,1,1,0.00705
233451.617209,8182409.119437,"1.13.60.56",931,8,1,8,1,1,0.00705
233457.047854,8182415.212087,"1.13.60.57",931,25,3,8,1,0,0.0061507785847188
233460.206278,8182426.018932,"1.13.60.58",931,8,1,8,1,0,0.00521224548346438
233447.8173,8182452.789953,"1.13.60.59",932,18,3,8,1,0,0.00357679443010624
233185.932845,8182268.977367,"1.13.60.6",928,7,1,8,1,0,0.00470574227237261
233439.127862,8182460.660068,"1.13.60.60",932,18,3,8,1,0,0.00353278746773903
233431.362124,8182469.697058,"1.13.60.61",932,8,1,8,1,0,0.00365592233359342
233418.194799,8182449.844194,"1.13.60.62",933,8,1,8,1,0,0.00562057931696777
233424.420304,8182446.500558,"1.13.60.63",933,8,1,8,1,1,0.00705
233430.26874,8182442.628793,"1.13.60.64",933,8,1,8,0,0,0.720745679190925
233438.484443,8182437.828504,"1.13.60.65",933,8,1,8,1,1,0.00705
233427.063909,8182422.614062,"1.13.60.66",933,17,3,8,1,0,0.00564977624392293
233421.750857,8182413.993118,"1.13.60.67",933,8,1,8,1,0,0.00597432759138107
233413.239747,8182401.266093,"1.13.60.68",933,17,3,8,1,1,0.00705
233406.061764,8182387.619931,"1.13.60.69",933,6,4,8,1,1,0.00705
233196.507497,8182282.336082,"1.13.60.7",928,7,1,8,1,1,0.00705
233402.045719,8182377.455931,"1.13.60.70",933,6,4,8,0,0,0.8211598199988
233395.126066,8182363.938145,"1.13.60.71",933,8,1,8,0,0,0.767201474161215
233384.846885,8182369.485385,"1.13.60.72",933,6,4,8,1,0,0.00630649552847968
233374.821566,8182376.826279,"1.13.60.73",933,6,4,8,0,0,0.766001066022448
233377.388021,8182382.701138,"1.13.60.74",933,8,1,8,1,0,0.00640889634475722
233383.473523,8182389.396345,"1.13.60.75",933,8,1,8,1,1,0.00705
233388.437782,8182397.78273,"1.13.60.76",933,8,1,8,0,0,0.830222901446492
233394.440005,8182404.375717,"1.13.60.77",933,17,3,8,1,1,0.00705
233401.144301,8182413.860748,"1.13.60.78",933,18,5,8,1,1,0.00705
233405.893523,8182424.665089,"1.13.60.79",933,17,3,8,1,0,0.00600987167636997
233204.013885,8182290.001005,"1.13.60.8",928,7,1,8,1,0,0.00544751347458136
233409.812987,8182432.04151,"1.13.60.80",933,6,4,8,0,0,0.711082393673849
233422.692955,8182470.896337,"1.13.60.81",934,17,3,8,1,0,0.00466681303643239
233419.536417,8182474.2808,"1.13.60.82",934,17,3,8,1,1,0.00705
233411.705089,8182481.555739,"1.13.60.83",934,17,3,8,1,0,0.00472563003421163
233404.736561,8182486.691974,"1.13.60.84",934,17,3,8,0,0,0.599264375547686
233398.669319,8182491.550089,"1.13.60.85",934,6,4,8,0,0,0.627834089250345
233388.361966,8182497.201778,"1.13.60.86",934,17,3,8,1,1,0.00705
233380.747759,8182500.11834,"1.13.60.87",934,28,3,8,1,0,0.00542762571274233
233374.630309,8182506.331416,"1.13.60.88",934,18,3,8,1,1,0.00705
233365.385693,8182512.026542,"1.13.60.89",934,6,4,8,0,0,0.680351945321409
233207.035965,8182297.307831,"1.13.60.9",928,6,4,8,0,0,0.684493353400156
233358.891479,8182516.854444,"1.13.60.90",934,17,3,8,1,0,0.00544962919392594
233352.844646,8182520.59262,"1.13.60.91",934,24,3,8,1,1,0.00705
233345.616548,8182523.98335,"1.13.60.92",934,17,3,8,1,1,0.00705
233336.361357,8182526.446619,"1.13.60.93",934,24,3,8,0,0,0.589421028809795
233352.309602,8182542.990951,"1.13.60.94",934,6,4,8,1,0,0.00363222627693416
233359.627874,8182551.191228,"1.13.60.95",934,17,3,8,1,0,0.00337114650981334
233362.984257,8182560.112124,"1.13.60.96",934,24,3,8,0,0,0.299822565332213
233365.473839,8182571.97717,"1.13.60.97",934,28,3,8,1,0,0.00332587011583939
233405.158104,8182506.912688,"1.13.60.98",934,17,3,8,1,0,0.00454325502670908
233396.844565,8182456.89931,"1.13.60.99",935,17,3,8,1,1,0.00705
233980.143746,8181723.698048,"1.13.6.1",1003,14,9,7,1,0,0.00329201860632615
233977.498964,8181694.789605,"1.13.6.10",1004,13,9,7,1,0,0.00283629265950423
233986.715285,8181701.188936,"1.13.6.11",1004,14,9,7,0,0,0.317588605785967
233009.058045,8182481.654464,"1.13.61.1",926,24,10,8,0,0,0.405578522357602
233153.567861,8182551.95862,"1.13.61.10",926,22,10,8,1,0,0.00249143040633816
233143.65622,8182533.380304,"1.13.61.11",926,23,10,8,1,0,0.00273431498709561
233133.809124,8182515.50454,"1.13.61.12",926,24,10,8,0,0,0.198268036792509
233123.645416,8182503.609399,"1.13.61.13",926,24,10,8,0,0,0.190885526739091
233120.071638,8182493.376497,"1.13.61.14",926,22,10,8,1,0,0.00280117171838425
233109.786248,8182485.145612,"1.13.61.15",926,23,10,8,1,0,0.00276732020887102
233100.08704,8182468.365147,"1.13.61.16",926,30,10,8,1,0,0.00278424596362763
233091.357125,8182452.102056,"1.13.61.17",926,23,10,8,1,0,0.00272119752715923
233089.08493,8182438.581853,"1.13.61.18",926,30,10,8,1,0,0.00263064473921133
233084.985163,8182428.264324,"1.13.61.19",926,24,10,8,0,0,0.141668793049637
233994.063609,8181704.623961,"1.13.6.12",1004,14,9,7,1,0,0.00359456647260068
233042.324356,8182523.12791,"1.13.61.2",926,24,10,8,1,0,0.00381671700378129
233080.216743,8182419.999737,"1.13.61.20",926,26,10,8,1,0,0.00272119752715923
233071.750753,8182430.399915,"1.13.61.21",926,22,10,8,1,0,0.00258282948202389
233064.399903,8182433.772937,"1.13.61.22",926,22,10,8,1,0,0.0026818451473501
233056.195858,8182443.171812,"1.13.61.23",926,24,10,8,0,0,0.211832648760579
233100.377934,8182636.716401,"1.13.61.24",927,24,10,8,0,0,0.275874422963808
233111.405493,8182660.417568,"1.13.61.25",927,24,10,8,0,0,0.256187729488026
233115.75888,8182673.193115,"1.13.61.26",927,24,10,8,0,0,0.232059525898806
233127.267395,8182688.06674,"1.13.61.27",927,22,10,8,1,0,0.00275335646119681
233131.258317,8182701.824364,"1.13.61.28",927,22,10,8,1,0,0.00269961718984455
233138.260176,8182712.280605,"1.13.61.29",927,24,10,8,1,0,0.00271104207430526
234001.237092,8181709.069111,"1.13.6.13",1004,14,9,7,1,1,0.00705
233062.604956,8182554.786896,"1.13.61.3",926,24,10,8,1,0,0.00331698409459216
